name;description;year;manufacturer;width;height;rotate
vsmileb;V.Smile Baby (US);2005;VTech;320;240;0
vspinbal;Vs. Pinball (US, set PN4 E-1);1984;Nintendo;256;240;0
vsskykid;Vs. Super SkyKid;1985;Namco;256;240;0
vsslalom;Vs. Slalom;1986;Rare Coin-It Inc.;256;240;0
vssoccer;Vs. Soccer (set SC4-2 A);1985;Nintendo;256;240;0
vstennis;Vs. Tennis (Japan/USA, set TE A-3);1984;Nintendo Co., Ltd.;256;240;0
vstennis;Vs. Tennis (Japan/USA, set TE A-3);1984;Nintendo Co., Ltd.;256;240;0
vstetris;Vs. Tetris;1987;Academysoft-Elorg;256;240;0
vstriker;Virtua Striker (Revision A);1994;Sega;496;384;0
vt100;VT100;1978;Digital Equipment Corporation;800;250;0
vt102;VT102;1981;Digital Equipment Corporation;800;250;0
vt220;VT220 (Version 2.3);1983;Digital Equipment Corporation;640;480;0
vt240;VT240;1983;Digital Equipment Corporation;800;480;0
vt320;VT320;1987;Digital Equipment Corporation;640;480;0
vt330;VT330;1987;Digital Equipment Corporation;640;480;0
vt420;VT420 Video Terminal;1990;Digital Equipment Corporation;802;480;0
vt52;VT52 Video Display Terminal (M4);1975;Digital Equipment Corporation;720;240;0
vt520;VT520 Video Terminal;1994;Digital Equipment Corporation;802;480;0
vt62;VT62 DECscope;1978;Digital Equipment Corporation;800;240;0
vta2000;VTA2000-15m;19??;<unknown>;640;300;0
vtboxing;VRT VT SDK 'Boxing' (Demo for VT03 Pic32);200?;VRT;256;240;0
vtpinball;VRT VT SDK 'Pinball' (C-Compiler Demo Program 2);200?;VRT / OJ-Jungle;256;240;0
vtsndtest;VRT VT SDK 'VT03 Sound Test' (Sound Generator FMDemo);200?;VRT;256;240;0
vulcan;Vulcan Venture (New);1988;Konami;320;224;0
vulgus;Vulgus (set 1);1984;Capcom;256;224;270
wackadoo;Wack-A-Doodle-Doo (Redemption);1998;Sega;128;32;0
wacko;Wacko;1982;Bally Midway;512;480;0
wales210;ES-210;199?;Walther;480;64;0
wallc;Wall Crash (set 1);1984;Midcoin;256;256;0
wallst;Wall Street;1982;Century Electronics;240;248;90
wangpc;Wang Professional Computer;1985;Wang Laboratories;800;300;0
wanted;Wanted;1984;Sigma Enterprises Inc.;256;224;90
wantsega;Wanted (Sega);1982;Sega;256;224;270
war3cb;War III Cherry Best;1996;S.B.E.;512;224;0
warahana;Warai no Hana Tenshi (Japan);1991;Dynax;336;239;180
wardner;Wardner (World);1987;Toaplan / Taito Corporation Japan;320;240;0
warfa;War: The Final Assault (EPROM 1.9 Mar 25 1999, GUTS 1.3 Apr 20 1999, GAME Apr 20 1999);1999;Atari Games;640;480;0
wargods;War Gods (HD 10/09/1996 - Dual Resolution);1995;Midway;512;400;0
warlords;Warlords;1980;Atari;256;240;0
warofbug;War of the Bugs or Monsterous Manouvers in a Mushroom Maze;1981;Armenia / Food and Fun Corp;768;224;90
warpsped;Warp Speed (prototype);1979?;Meadows Games, Inc.;224;192;0
warpwarp;Warp & Warp;1981;Namco;272;224;90
warrior;Warrior;1979;Vectorbeam;;;180
warriorb;Warrior Blade - Rastan Saga Episode III (Japan);1991;Taito Corporation;320;240;0
warriorb;Warrior Blade - Rastan Saga Episode III (Japan);1991;Taito Corporation;320;240;0
waterski;Water Ski;1983;Taito Corporation;256;224;270
waterwld;Waterworld (rev.3);1995;Gottlieb;128;32;0
watrball;Water Balls;1996;ABM;384;240;0
waverunr;Wave Runner (Japan, Revision A);1996;Sega;496;384;0
wb3;Wonder Boy III - Monster Lair (set 6, World, System 16B) (8751 317-0098);1988;Sega / Westone;320;224;0
wbbc97;Beach Festival World Championship 1997;1997;Comad;342;240;0
wbeachvl;World Beach Volley (set 1);1995;Playmark;320;240;0
wbml;Wonder Boy in Monster Land (Japan New Ver., MC-8123, 317-0043);1987;Sega / Westone;512;224;0
wboy;Wonder Boy (set 1, 315-5177);1986;Escape (Sega license);512;224;0
wcat3;Wild Cat 3;1995;E.A.I.;512;224;0
wcatcher;Mahjong Wakuwaku Catcher (Japan);1993;Nichibutsu;640;240;0
wcbowl;World Class Bowling (v1.66);1995;Incredible Technologies;384;240;0
wcbowldx;World Class Bowling Deluxe (v2.00);1999;Incredible Technologies;384;240;0
wcherry;Win Cherry (ver 0.16 - 19990219);2001;bootleg;512;224;0
wcs_l2;World Cup Soccer (Lx-2);1994;Bally;512;128;0
wcsoccer;World Challenge Soccer (rev.1);1994;Gottlieb;128;32;0
wcup;World Cup (Ver 1.5);2001;Nazionale Elettronica;512;256;0
wcup90;World Cup 90;1990;Mr Game;256;240;0
wcvol95;World Cup Volley '95 (Asia v1.0);1995;Data East Corporation;320;240;0
wd_12;Who Dunnit (1.2);1995;Bally;512;128;0
wdun;Who Dunnit (Russian);1999;WMS;256;224;0
wecleman;WEC Le Mans 24 (v2.01);1986;Konami;320;224;0
welltris;Welltris (World?, 2 players);1991;Video System Co.;352;240;0
westvent;Western Venture (Ver. AA.02.D);2007?;Astro Corp.;512;240;0
wfortune;Wheel Of Fortune (set 1);1989;GameTek;256;240;0
wg3dh;Wayne Gretzky's 3D Hockey;1996;Atari Games;640;480;0
wgp;World Grand Prix (World);1989;Taito Corporation Japan;320;240;0
wheelfir;Wheels & Fire;199?;TCH;336;248;0
wheelrun;Wheels Runner;19??;International Games;256;224;0
whiterus;White Russia (Konami Endeavour);200?;Konami;640;480;0
whodunit;Who Dunit (version 9.0);1988;Exidy;320;240;0
wicat;Wicat System 150;1982;Millennium Systems;800;300;0
wiggie;Wiggie Waggie;1994;Promat;384;240;270
wildfang;Wild Fang / Tecmo Knight;1989;Tecmo;256;224;0
wildone;Wild One (4VXEC5357, New Zealand);1997;Aristocrat;304;216;0
wildpkr;Wild Poker (ver. D 1.01);199?;TAB Austria;384;280;0
wildplt;Wild Pilot;1992;Jaleco;256;224;0
willow;Willow (World);1989;Capcom;384;224;0
wilytowr;Wily Tower;1984;Irem;256;224;180
winbid;Winning Bid (English);2000;WMS;256;224;0
winbingo;Win Win Bingo (set 1);2005?;Astro Corp.;512;240;0
windheat;Winding Heat (EAA, Euro v2.11);1996;Konami;512;384;0
windjamr;Windjammer (021216);2002;Igrosoft;640;480;0
wingforc;Wing Force (Japan, prototype);1993;A.I (Atlus license);320;224;270
wingwar;Wing War (World);1994;Sega;496;384;0
wingwar;Wing War (World);1994;Sega;496;384;0
wink;Wink (set 1);1985;Midcoin;256;256;0
winner;Winner;1995?;Videos A A;640;480;0
winner82;Winners Circle (82);1982;Corona Co, LTD.;256;240;0
winrun;Winning Run (World) (89/06/06, Ver.09);1988;Namco;496;480;0
winrun91;Winning Run '91 (Japan) (1991/03/05, Main Ver 1.0, Sub Ver 1.0);1991;Namco;496;480;0
winrungp;Winning Run Suzuka Grand Prix (Japan) (89/12/03, Ver.02);1989;Namco;496;480;0
wipeormt;Wipeout (Ramtek) [TTL];1974;Ramtek;455;262;0
wipeout;Wipeout (rev.2);1993;Gottlieb;128;32;0
wiping;Wiping;1982;Nichibutsu;288;224;90
wirels60;Wireless 60;2010;Jungle Soft / Kids Station Toys Inc;320;240;0
witch;Witch;1992;Vic Tokai (Excellent System license);240;192;0
witchcrd;Witch Card (Video Klein CPU box, set 1);1991;Video Klein?;256;232;0
witchgme;Witch Game (Video Klein, set 1);1991;Video Klein;256;232;0
witchjol;Jolli Witch (Export, 6T/12T ver 1.57D);1994;Video Klein;256;232;0
witchryl;Witch Royal (Export version 2.1);199?;Video Klein;384;232;0
wits;Wit's (Japan);1989;Athena (Visco license);384;240;0
wivernwg;Wivern Wings;2001;SemiCom;320;236;270
wiwi18;WiWi 18-in-1 Sports Game;200?;Hamy System;320;240;0
wiz;Wiz;1985;Seibu Kaihatsu;256;224;270
wizard;Wizard (Ver 1.0);1999;A.A.;512;256;0
wizdfire;Wizard Fire (Over Sea v2.1);1992;Data East Corporation;320;240;0
wizwarz;Wiz Warz (prototype);1984;Mylstar;256;240;0
wizzquiz;Wizz Quiz (Konami version);1985;Zilec-Zenitone (Konami license);256;224;0
wldarrow;Wild Arrow (color, Standard V4.8);1982;Meyco Games, Inc.;256;224;0
wldcourt;World Court (Japan);1988;Namco;288;224;180
wldstrek;Wild Streak (Russian);2000;WMS;256;224;0
wldwitch;Wild Witch (Export, 6T/12T ver 1.84A);2001;Video Klein;256;232;0
wlsair60;Wireless Air 60;2010;Jungle Soft / Kids Station Toys Inc;640;480;0
wlstar;Wonder League Star - Sok-Magicball Fighting (Korea);1995;Mijin;320;240;0
wmatch;Water Match (315-5064);1984;Sega;479;224;270
wmbullet;Bullet;1982;Wave Mate;640;240;0
wmg;Williams Multigame;2001;hack (Clay Cowgill);292;240;0
wms;WMS SetUp/Clear Chips (set 1);200?;WMS;256;224;0
wmsboom;Boom (Russian);1998;WMS;256;224;0
wmstopb;Top Banana (Russian);1999;WMS;256;224;0
wndrmomo;Wonder Momo;1987;Namco;288;224;0
wndrplnt;Wonder Planet (Japan);1987;Data East Corporation;256;240;270
wof;Warriors of Fate (World 921031);1992;Capcom;384;224;0
wofch;Tenchi wo Kurau II: Sekiheki no Tatakai (CPS Changer, Japan 921031);1994;Capcom;384;224;0
wolfpack;Wolf Pack (prototype);1978;Atari;512;224;180
wondl96;Wonder League '96 (Korea);1996;SemiCom;320;240;0
wondstck;Wonder Stick (set 1);????;Yun Sung;320;240;0
wontame;Won! Tertainment Happy Channel (Ver E);2008;Capcom / Tomy;256;256;0
wontmuch;Won!Tertainment Music Channel (v1.00);2006;Capcom;640;480;0
woodpeck;Woodpecker (set 1);1981;Amenip (Palcom Queen River);288;224;90
worldadv;World Adventure;1999;Logic / F2 System;320;236;0
worldwar;World Wars (World?);1987;SNK;400;224;270
wotw;War of the Worlds;1981;Cinematronics;;;180
wow;Wizard of Wor;1980;Dave Nutting Associates / Midway;352;240;0
wownfant;WOW New Fantasia;2002;Comad;256;224;0
wowwg;Wow Wireless Gaming;200?;Wow;256;240;0
wpksoc;World PK Soccer;1995;Jaleco;320;240;0
wpksocv2;World PK Soccer V2 (ver 1.1);1996;Jaleco;320;224;0
wrally;World Rally (Version 1.0, Checksum 0E56);1993;Gaelco;368;232;0
wrally2;World Rally 2: Twin Racing (mask ROM version);1995;Gaelco;384;240;0
wrally2;World Rally 2: Twin Racing (mask ROM version);1995;Gaelco;384;240;0
wrecking;Vs. Wrecking Crew;1984;Nintendo;256;240;0
wrecking;Vs. Wrecking Crew;1984;Nintendo;256;240;0
wrestwar;Wrestle War (set 3, World) (8751 317-0103);1989;Sega;320;224;270
wrlshunt;Wireless Hunting Video Game System;2011;Hamy / Kids Station Toys Inc;640;480;0
wrofaero;War of Aero - Project MEIOU;1993;Yang Cheng;384;240;270
ws;World Stadium (Japan);1988;Namco;288;224;180
wschamp;Wing Shooting Championship V2.00;2001;Sammy USA Corporation;320;240;0
wseries;World Series: The Season (rev 1);1985;Cinematronics;320;240;0
wsf;World Soccer Finals (rev 4);1990;Leland Corporation;320;240;0
wstrike;Witch Strike (Export, 6T/12T ver 1.01A);1992;Video Klein;256;232;0
wswan;WonderSwan;1999;Bandai;224;144;0
wtchjack;Witch Jack (Export, 6T/12T ver 0.87-89);1996;Video Klein;256;232;0
wtennis;World Tennis;1982;bootleg;240;240;270
wtigernz;White Tiger (3VXFC5342, New Zealand);1996;Aristocrat;304;216;0
wtrnymph;Water-Nymph (Ver. 1.4);1996;Subsino;512;224;0
wupndown;Witch Up & Down (Export, 6T/12T ver 1.02);1998;Video Klein;256;232;0
ww_l5;White Water (L-5);2000;Williams;128;32;0
wwallyj;Wally wo Sagase! (rev B, Japan) (FD1094 317-0197B);1992;Sega;320;224;0
wwestern;Wild Western (set 1);1982;Taito Corporation;256;224;270
wwfmania;WWF: Wrestlemania (rev 1.30 08/10/95);1995;Midway;400;254;0
wwfr_106;WWF Royal Rumble (1.06);1994;Data East;128;32;0
wwfsstar;WWF Superstars (Europe);1989;Technos Japan;256;240;0
wwfwfest;WWF WrestleFest (World);1991;Technos Japan (Tecmo license);320;240;0
wwjgtin;Wai Wai Jockey Gate-In!;1984;Jaleco / Casio;256;224;0
wwmarine;Waku Waku Marine;1992;Sega;256;224;0
wy100;WY-100;1981;Wyse Technology;800;286;0
wy120;WY-120 (v1.4);1992;Wyse Technology;1200;416;0
wy150;WY-150 (v1.0);1991;Wyse Technology;1200;416;0
wy160;WY-160 (v1.7);1994;Wyse Technology;1200;416;0
wy30p;WY-30+ (v1.8);1992;Wyse Technology;800;312;0
wy50;WY-50 (Rev. E);1984;Wyse Technology;800;338;0
wy55;WY-55 (v2.1);1993;Wyse Technology;1188;416;0
wy60;WY-60 (set 1);1986;Wyse Technology;800;416;0
wy75;WY-75 (Rev. H);1984;Wyse Technology;800;338;0
wy85;WY-85 (Rev. A);1985;Wyse Technology;1188;260;0
wyvernf0;Wyvern F-0 (Rev 1);1985;Taito Corporation;256;224;270
x07;X-07;1983;Canon;120;32;0
x1;X1 (CZ-800C);1982;Sharp;640;480;0
x2222;X2222 (final debug?);2000;Oriental Soft / Promat;320;240;270
x5jokers;X Five Jokers (Version 1.12);200?;Electronic Projects;512;256;0
x68000;X68000;1987;Sharp;768;512;0
x820ii;Xerox 820-II;1983;Xerox;560;240;0
xavbaseb;XaviX Baseball (XaviXPORT);2004;SSD Company LTD;256;224;0
xavbassf;XaviX Bass Fishing (XaviXPORT);2004;SSD Company LTD;256;224;0
xavbowl;XaviX Bowling (XaviXPORT);2004;SSD Company LTD;256;224;0
xavbox;XaviX Boxing (XaviXPORT);2004;SSD Company LTD;256;224;0
xavjmat;Jackie Chan J-Mat Fitness (XaviXPORT);2005;SSD Company LTD;256;224;0
xavmusic;XaviX Music & Circuit (XaviXPORT);2007;SSD Company LTD;256;224;0
xavtenni;XaviX Tennis (XaviXPORT);2004;SSD Company LTD;256;224;0
xbox;XBOX;2001;Microsoft;640;480;0
xday2;X-Day 2 (Japan);1995;Namco;304;224;0
xegs;Atari XE Game System;1987;Atari;336;225;0
xenophob;Xenophobe;1987;Bally Midway;512;480;0
xevi3dg;Xevious 3D/G (World, XV32/VER.B);1995;Namco;640;480;0
xevious;Xevious (Namco);1982;Namco;288;224;90
xexex;Xexex (ver EAA);1991;Konami;384;256;0
xeye;X'eye (USA, NTSC);1993;JVC;256;224;0
xfiles;The X-Files;1999;dgPIX Entertainment Inc.;320;240;0
xfilesp;X-Files (3.03);1997;Sega;128;32;0
xmcota;X-Men: Children of the Atom (Euro 950331);1994;Capcom;384;224;0
xmen;X-Men (4 Players ver UBB);1992;Konami;304;224;0
xmultipl;X Multiply (World, M81 PCB version);1989;Irem;384;256;0
xmvsf;X-Men Vs. Street Fighter (Euro 961004);1996;Capcom;384;224;0
xor100;XOR S-100-12;1980;XOR Data Science;640;240;0
xorworld;Xor World (prototype);1990;Gaelco;256;224;0
xplan;X-Plan (Ver. 101);2006;Subsino;512;240;0
xsedae;X Se Dae Quiz (Korea);1995;Dream Island;320;256;0
xsleena;Xain'd Sleena (World);1986;Technos Japan (Taito license);256;240;0
xtheball;X the Ball;1991;Rare;512;224;0
xtom3d;X Tom 3D;1999;Jamie System Development;640;480;0
xtrain;X-Train (Ver. 1.3);1999;Subsino;512;240;0
xxmissio;XX Mission;1986;UPL;512;192;90
xybots;Xybots (rev 2);1987;Atari Games;336;240;0
xymg;Xingyun Man Guan (China, V651C);1996;IGS;512;240;0
xyonix;Xyonix;1989;Philko;320;224;0
y503iiir;YIS-503 III R (Russian) (MSX2);198?;Yamaha;543;567;0
y805256;YIS805/256 (Russian) (MSX2);198?;Yamaha;543;465;0
yamagchi;Go Go Mr. Yamaguchi / Yuke Yuke Yamaguchi-kun;1985;Kaneko / Taito;256;224;90
yamato;Yamato (US);1983;Sega;256;224;90
yamyam;Yam! Yam!?;1990;Dooyong;256;224;0
yarunara;Mahjong Yarunara (Japan);1991;Dynax;336;239;180
yc64;YC-64 (MSX1);1984;Yashica;280;216;0
yesnoj;Yes/No Sinri Tokimeki Chart;1992;Taito Corporation;320;224;0
yiear;Yie Ar Kung-Fu (program code I);1985;Konami;256;224;0
yis303;YIS303 (MSX1);1984;Yamaha;280;216;0
yis503;YIS503 (MSX1);1984;Yamaha;280;216;0
yis604;YIS604 (128KB) (MSX2);1985;Yamaha;543;465;0
ymcapsul;Yu-Gi-Oh Monster Capsule;1999;Konami;360;224;0
yorijori;Yori Jori Kuk Kuk;199?;Golden Bell Entertainment;320;236;0
yosakdon;Yosaku To Donbei (set 1);1979;Wing;260;224;270
yosimoto;Mahjong Yoshimoto Gekijou (Japan);1994;Nichibutsu / Yoshimoto Kougyou;640;240;0
youjyudn;Youjyuden (Japan);1986;Irem;256;256;270
yukon;Yukon (version 2.0);1989;Exidy;320;240;0
yukongld;Yukon Gold (Russian);2000;WMS;256;224;0
yumefuda;Yumefuda [BET];1991;Alba;256;256;0
yutnori;Puzzle Yutnori (Korea);1999;Nunal;256;224;0
yuyugogo;Yuuyu no Quiz de GO!GO! (Japan);1990;Taito Corporation;320;224;0
z100;Z-100;1982;Zenith Data Systems;640;216;0
z1013;Z1013 (matrix 8x4);1985;VEB Robotron Electronics Riesa;256;256;0
z29;Z-29;1983;Zenith Data Systems;640;250;0
z88;Z88;1988;Cambridge Computers;640;64;0
z9001;Z9001 (KC 85/1.10);1984;Robotron;320;192;0
zackman;Zackman;1983;Bandai;487;1080;0
zaryavos;Zarya Vostoka;1984;Nova Games of Canada;256;224;90
zaviga;Zaviga;1984;Data East Corporation;256;240;90
zaxxon;Zaxxon (set 1, rev D);1982;Sega;256;224;90
zdog;ZDog (44 in 1);200?;Hummer Technology Co., Ltd.;256;240;0
zektor;Zektor (revision B);1982;Sega;;;180
zephyr;Zephyr (00-441-01);1979;Zentec;800;250;0
zerogun;Zero Gunner (Export, Model 2B);1997;Psikyo;496;384;0
zerohour;Zero Hour (set 1);1980;Universal;240;192;270
zeropnt;Zero Point (set 1);1998;Unico;384;224;0
zeropnt2;Zero Point 2;1999;Unico;384;224;0
zeroteam;Zero Team USA (US);1993;Seibu Kaihatsu (Fabtek license);320;256;0
zerotrgt;Zero Target (World, CW);1985;Data East Corporation;256;240;0
zerowing;Zero Wing (2P set);1989;Toaplan;320;240;0
zerozone;Zero Zone;1993;Comad;368;224;0
zexall;Zexall (FPGA Z80 test interface);2009;Frank Cringle / Kevin Horton;640;240;0
zhongguo;Zhong Guo Chu Da D;2000;IGS;512;256;0
zigzagb;Zig Zag (Dig Dug conversion on Galaxian hardware, bootleg set 1);1982;bootleg (LAX);768;224;90
zijini;Zi Jin I;1989;Nanjing Computer Factory;560;192;0
zingzip;Zing Zing Zip;1992;Allumer / Tecmo;384;240;270
zipzap;Zip & Zap (Explicit);1995;Barko Corp;256;224;90
zoar;Zoar;1982;Data East USA;256;240;270
zodiack;Zodiack;1983;Orca (Esco Trading Co., Inc. license);256;224;270
zombraid;Zombie Raid (9/28/95, US);1995;American Sammy;384;240;0
zon32bit;Zone 32-bit Gaming Console System (Family Sport 41-in-1);200?;Jungle Soft / Ultimate Products (HK) Ltd;320;240;0
zone100;Zone 100;200?;Jungle's Soft / Ultimate Products (HK) Ltd;320;240;0
zone40;Zone 40;2009;Jungle Soft / Ultimate Products (HK) Ltd;320;240;0
zone60;Zone 60;2010;Jungle's Soft / Ultimate Products (HK) Ltd;320;240;0
zone7in1;Zone 7-in-1 Sports (US);200?;<unknown>;256;240;0
zoo;Zoo (Ver. ZO.02.D);2005?;Astro Corp.;320;240;0
zoofari;Zoofari;2006;ICE/Play Mechanix;400;240;0
zookeep;Zoo Keeper (set 1);1982;Taito America Corporation;256;256;0
zorba;Zorba (Modular Micros);1984?;Modular Micros;100;100;0
zrt80;ZRT-80;1982;Digital Research Computers;640;200;0
zsbc3;ZSBC-3;1980;Digital Microsystems;640;240;0
zsl5500;Zaurus SL-5500 "Collie";2002;Sharp;256;256;0
zsl5500;Zaurus SL-5500 "Collie";2002;Sharp;256;256;0
zsl5600;Zaurus SL-5600 / SL-B500 "Poodle";2002;Sharp;256;256;0
zsl5600;Zaurus SL-5600 / SL-B500 "Poodle";2002;Sharp;256;256;0
zslc1000;Zaurus SL-C3000 "Akita" (Japan);200?;Sharp;256;256;0
zslc1000;Zaurus SL-C3000 "Akita" (Japan);200?;Sharp;256;256;0
zslc3000;Zaurus SL-C3000 "Spitz" (Japan);200?;Sharp;256;256;0
zslc3000;Zaurus SL-C3000 "Spitz" (Japan);200?;Sharp;256;256;0
zslc750;Zaurus SL-C750 "Shepherd" (Japan);2003;Sharp;256;256;0
zslc750;Zaurus SL-C750 "Shepherd" (Japan);2003;Sharp;256;256;0
zslc760;Zaurus SL-C760 "Husky" (Japan);2004;Sharp;256;256;0
zslc760;Zaurus SL-C760 "Husky" (Japan);2004;Sharp;256;256;0
zunkyou;Zunzunkyou no Yabou (Japan);1994;Sega;256;224;0
zwackery;Zwackery;1984;Bally Midway;512;480;0
zx80;ZX-80;1980;Sinclair Research Ltd;384;311;0
zx81;ZX-81;1981;Sinclair Research Ltd;384;311;0
zzblock;Zun Zun Block [TTL];1979;Taito;455;262;0
zzyzzyxx;Zzyzzyxx (set 1);1982;Cinematronics / Advanced Microcomputer Systems;256;224;90
bfm_adder2;BFM ADDER2;;;400;280;0
bfm_dm01;BFM Dotmatrix 01;;;130;42;0
filetto_cga;ISA8_CGA_FILETTO;;;640;200;0
tetriskr_cga;ISA8_CGA_TETRISKR;;;640;200;0
namco_de_pcb;Namco Driver's Eyes PCB stack;;;496;480;0
segas32_pcb;Sega System 32 PCB;;;416;224;0
segas32_pcb_regular;Sega System 32 regular PCB;;;416;224;0
segas32_pcb_analog;Sega System 32 analog PCB;;;416;224;0
segas32_pcb_trackball;Sega System 32 trackball PCB;;;416;224;0
segas32_pcb_4player;Sega System 32 4-player/fighting PCB;;;416;224;0
segas32_pcb_v25;Sega System 32 V25 PCB;;;416;224;0
segas32_pcb_upd7725;Sega System 32 uPD7725 PCB;;;416;224;0
segas32_pcb_cd;Sega System 32 CD PCB;;;416;224;0
segas32_pcb_multi;Sega Multi 32;;;416;224;0
segas32_pcb_multi;Sega Multi 32;;;416;224;0
segas32_pcb_multi_analog;Sega Multi 32 analog PCB;;;416;224;0
segas32_pcb_multi_analog;Sega Multi 32 analog PCB;;;416;224;0
segas32_pcb_multi_6player;Sega Multi 32 6-player PCB;;;416;224;0
segas32_pcb_multi_6player;Sega Multi 32 6-player PCB;;;416;224;0
segaxbd_pcb_reg;Sega X-Board PCB (regular);;;320;224;0
segaxbd_pcb_fd1094;Sega X-Board PCB (FD1094);;;320;224;0
segaxbd_pcb_aburner2;Sega X-Board PCB (After Burner);;;320;224;0
segaxbd_pcb_lastsurv_fd1094;Sega X-Board PCB (Last Survivor, FD1094);;;320;224;0
segaxbd_pcb_lastsurv;Sega X-Board PCB (Last Survivor);;;320;224;0
segaxbd_pcb_smgp_fd1094;Sega X-Board PCB (SMGP, FD1094);;;320;224;0
segaxbd_pcb_smgp;Sega X-Board PCB (SMGP);;;320;224;0
segaxbd_pcb_rascot;Sega X-Board PCB (Royal Ascot);;;320;224;0
model1io2;Sega Model 1 I/O Board (Advanced);;;121;19;0
airraid_vid;Seibu Air Raid Video;;;256;224;0
stfight_vid;Seibu Street Fight Video;;;256;224;0
4enlinea_cga;ISA8 CGA - 4enlinea;;;640;200;0
indervd;Inder / Dinamic TMS Video;;;337;245;0
decodmd1;Data East Pinball Dot Matrix Display Type 1;;;128;16;0
decodmd2;Data East Pinball Dot Matrix Display Type 2;;;128;32;0
decodmd3;Data East Pinball Dot Matrix Display Type 3;;;192;64;0
wpc_dmd;Williams Pinball Controller Dot Matrix Display;;;512;128;0
agat7video;Agat-7 Video;;;512;256;0
agat9video;Agat-9 Video;;;512;256;0
apollo_graphics_15i;Apollo Screen;;;1024;800;0
apollo_graphics_19i;Apollo 19" Monochrome Screen;;;1280;1024;0
harddriv_board;Hard Drivin' Board Device;;;508;384;0
harddrivc_board;Hard Drivin' C Board Device;;;512;288;0
racedriv_board;Race Drivin' Board Device;;;508;384;0
racedrivb1_board;Race Drivin' B1 Board Device;;;508;384;0
racedrivc_board;Race Drivin' C Board Device;;;512;288;0
racedrivc1_board;Race Drivin' C1 Board Device;;;512;288;0
racedrivc_panorama_side_board;Race Drivin' C Panorama Board Device;;;512;288;0
stunrun_board;Stun Runner Board Device;;;512;228;0
steeltal_board;Steel Talons Board Device;;;512;288;0
steeltal1_board;Steel Talons 1 Board Device;;;512;288;0
steeltalp_board;Steel Talons P Board Device;;;512;288;0
strtdriv_board;Street Drivin' Board Device;;;512;288;0
hdrivair_board;Hard Drivin' Airborne Board Device;;;512;288;0
hdrivairp_board;Hard Drivin' Airborne P Board Device;;;512;288;0
gamate_vid;Gamate Video Hardware;;;160;150;0
mdisplay2;Mephisto Display Module 2;;;96;16;0
imds2ioc;Intellec Series II Input/Output Controller;;;100;100;0
abc1600mover;ABC 1600 Mover;;;768;1024;0
tandy_1000_graphics;Tandy 1000 Graphics Adapter;;;640;200;0
pcjr_graphics;PC Jr Graphics Adapter;;;640;200;0
